	A549 P3	A549 P4	A549 P6	BJ P5	BJ P6	BJ P8	Caco2 P7	Caco2 P8	Caco2 P9	Hep2G P4	Hep2G P5	Hep2G P7	RT4 P4	RT4 P6	RT4 P7	SK-Mel 24 P10	SK-Mel 24 P8	SK-Mel 24 P9	SK-Mel 28 P10	SK-Mel 28 P8	SK-Mel 28 P9	U2-OS P5	U2-OS P6	U2-OS P7	U251 P4	U251 P5	U251 P6
ENSG00000163634	105.1767	101.8945	96.8406	100.0327	110.9529	108.5147	149.1793	126.3835	91.827	22.7739	103.1446	101.9843	121.7131	99.0659	160.9084	53.1994	52.9172	63.9855	278.9707	265.8679	302.582	139.3188	152.0192	128.9803	178.8056	226.4616	210.8803
ENSG00000163635	3.9603	3.7588	8.5603	3.1138	3.0095	4.4124	5.6098	2.371	7.9972	0.18991	0.65275	0.52026	6.2859	4.1384	2.4615	2.7207	3.1165	4.1645	16.4728	19.7424	16.9819	11.2787	10.7753	10.6591	6.2753	11.3799	7.9749
ENSG00000163636	97.7196	89.8886	88.3702	95.3662	94.3258	109.0634	128.9485	119.2863	103.5901	10.7291	27.7488	25.4179	127.811	106.1031	120.3284	67.8914	69.075	76.3123	331.7358	326.6285	385.2748	146.9798	124.9945	97.9098	126.1977	160.3827	141.9953
ENSG00000163637	6.0622	4.4241	2.9529	4.441	4.8283	3.8776	1.3785	0.53357	1.1252	0	0.046534	0.0097832	6.3745	6.6193	6.4135	0.68633	1.0476	1.2304	7.2868	8.3352	7.7342	9.4178	15.5861	20.4164	2.7963	5.3462	4.8858
ENSG00000163638	0.29859	0.10671	0.56526	0.11508	0.065294	0	0.60209	0.41935	0.89642	0	0	0	0.079232	0.029745	0.015994	4.6981	13.5555	8.257	11.1529	9.6583	10.2178	0.60016	0.36463	0.41982	1.2585	0.91125	0.86959
ENSG00000163644	0.78792	0.72373	0.99232	2.595	3.818	3.6009	4.8865	2.937	7.9614	0.47778	1.0474	0.41338	1.7896	2.4156	1.1973	6.8803	8.1211	6.8864	19.6776	21.8676	23.1446	5.8421	4.3503	4.5211	2.6848	4.4831	5.0294
ENSG00000163645	0.11155	0.133	0.31971	0.15456	0	0.089679	0.02435	0	0.078849	0.15577	0	0	0.02365	0	0.02318	0.7702	0.30611	0	0.17881	0.045808	0.05468	0	0.23959	0.087354	0.27975	0.21035	0.033328
ENSG00000163646	0	0	0	0	0	0	0	0	0.033714	0.010644	0	0.054828	0	0.10777	0.039678	0	0	0	0.021708	0	0.023384	0	0	0	0	0	0
ENSG00000163655	84.6142	85.7076	86.9588	32.8935	35.0428	50.8257	179.1665	167.614	165.2322	6.4156	20.1801	16.6579	75.0977	70.0609	75.6569	59.5999	56.844	69.327	107.0411	117.7292	140.0625	83.8418	74.8341	65.9146	126.7012	159.5776	145.1593
ENSG00000163659	22.3762	19.4675	19.3247	30.6656	32.5037	41.8722	27.801	11.4054	15.8791	0.62131	3.7146	2.381	12.2248	13.4703	10.7565	48.2235	58.2205	61.323	17.747	18.9127	17.6354	4.5193	4.5265	3.7328	12.0103	20.4056	14.5028
ENSG00000163660	6.6298	9.0195	8.4304	4.7689	4.531	6.3938	21.7823	9.3213	16.3954	2.1462	2.9094	2.4107	12.8052	12.1889	4.9096	4.6105	7.9745	8.1094	7.8979	7.9795	9.3173	8.474	6.4767	7.0274	8.4414	7.4166	8.5327
ENSG00000163661	0.11888	0.11338	0.092662	21.0447	36.5257	43.6076	0.12973	0.16215	0.12606	0	0	0.022642	61.9738	61.9937	60.6336	8.3324	45.4988	14.6404	1.8621	0.39061	0.72846	11.3208	3.488	3.1647	19.7581	24.4141	39.2561
ENSG00000163666	0.54306	0.7148	1.0969	0.26244	0.27689	0	2.6261	0.16074	1.1064	0	0.16349	0.049952	0.62991	0.40768	0.71698	0.69778	0.28314	0.36373	0.56454	1.4775	1.4987	1.0343	0.87288	1.2585	1.4902	4.1546	1.5263
ENSG00000163673	0.0099136	0	0	0	0.011552	0	0.017344	0	0.027998	0	0	0	0.059119	0.25416	0.21478	0	0	0.010231	0.018096	0	0.01943	0.51459	0.4309	0.4459	0	0.0099683	0
ENSG00000163681	23.3699	22.129	19.3026	15.8655	18.6551	19.2407	44.4609	19.6742	41.5603	1.1512	3.5658	2.4491	25.2692	29.3637	23.2016	16.6483	14.6595	20.8328	19.5585	23.3969	22.7791	31.2915	26.4131	23.0003	24.4184	37.7367	31.3244
ENSG00000163682	60.7037	58.8076	64.1648	1524.5179	1640.3253	1362.7186	122.2878	115.8785	118.7139	45.3994	940.4725	1279.6167	67.6328	59.8164	79.5089	849.0002	961.3266	962.9449	50.0476	61.3729	54.7162	140.8988	123.8416	124.6711	128.8623	120.1765	133.326
ENSG00000163683	39.3062	26.5459	21.5669	13.308	15.0281	9.2982	10.7388	4.0523	7.6006	0.77323	2.6765	2.0415	4.3061	5.5082	7.4885	8.4613	4.0353	5.283	5.388	3.1369	4.603	2.3293	7.742	7.3228	3.5982	5.1881	5.2572
ENSG00000163684	9.7219	6.9161	8.566	4.9822	6.038	6.2115	9.8672	7.8269	8.3156	1.0888	3.9294	3.2403	9.8745	8.8732	8.5271	5.5389	4.4632	5.0701	8.052	9.5752	9.3164	17.2547	17.1038	12.6001	8.4922	11.395	9.1608
ENSG00000163686	9.4523	7.4066	7.3308	4.3179	4.023	5.0755	4.6967	4.142	5.3683	1.4568	2.9997	3.0951	3.8522	4.3489	3.6346	5.3768	5.4799	5.4207	19.5017	20.8583	21.3846	6.7613	6.4939	7.441	8.5166	10.1974	8.8138
ENSG00000163687	0.1193	0.042546	0.15661	0.045534	0.17946	0.24838	0	0.065024	0.2681	0.20858	0.46647	0.42638	0.099298	0.046035	0	0.20069	0.20649	0.08438	0.053509	0.18201	0.10324	0.037082	0	0.1194	0.030204	0.2566	0.32449
ENSG00000163689	1.4557	2.1364	1.8413	1.4268	1.3847	2.1207	0.94025	0.65038	1.5003	0	0	0.010126	0.72613	0.85375	0.60193	5.1637	2.1074	3.9749	26.3729	18.0502	13.8809	4.7116	8.1677	7.0037	0.75235	1.6344	1.2704
ENSG00000163694	38.069	35.0918	27.0031	0.32147	0.12581	0.45857	19.5741	8.478	14.653	2.4012	1.3096	1.3167	13.7313	10.605	17.1106	0.02811	0	0	6.3311	5.9967	4.4588	1.2084	1.4249	1.7501	0.33549	0.69581	1.0952
ENSG00000163697	6.4483	7.3614	8.9796	17.3377	18.815	17.69	19.7849	13.6615	22.5894	0.89527	3.0997	2.2874	3.8561	5.1722	3.253	18.2121	15.8162	22.5829	10.6502	6.6217	10.3686	59.8231	77.9308	77.1488	35.6809	46.9779	45.9838
ENSG00000163701	0.22031	0	0.082145	2.7354	1.6848	4.6461	9.3544	4.719	11.0044	0.38575	1.7307	0.83671	5.5736	5.6396	3.08	0.50557	0	0	0.30908	0.2638	0.22862	0.043446	0	0	0.058317	0.03478	0.03269
ENSG00000163702	4.5913	7.3535	6.0707	11.0583	6.6977	9.8431	1.3947	1.3218	2.318	0.43548	0.71244	0.95647	6.2134	6.7981	4.9077	14.204	17.0956	10.2368	13.3247	13.7496	5.1228	1.7619	5.3047	8.6236	9.1599	2.6197	8.4809
ENSG00000163703	21.0905	15.3169	15.9058	21.2101	25.9756	13.7572	13.6348	11.8281	20.6568	5.2847	11.1637	10.1916	9.8149	11.457	7.5896	9.8533	15.1266	9.3852	41.9884	50.3207	32.8238	13.6109	24.9417	29.1674	19.5997	13.0869	23.5634
ENSG00000163704	0.46668	1.1028	0.50126	2.5349	2.7976	4.3561	0.20981	0.095439	0.5788	0.13171	0.098399	0.24016	0.12869	0.24579	0.19929	0.33125	0.17529	0.15861	1.1125	1.9988	1.148	3.5282	6.0793	7.1968	3.3932	2.7229	3.1853
ENSG00000163705	0	0	0	0	0	0	0	0	0	0.23038	0	0	0.25869	0	0	0	0	0.33324	0	0	0	0	0	0.12871	0	0	0
ENSG00000163710	4.657	5.601	7.777	0	0	0	0	0.13196	0	0	0.60849	0.30144	0.24619	0	0.51002	1.1739	0.73939	0.44435	6.7443	4.5144	6.0819	12.3359	8.9924	7.2163	4.5661	4.9872	5.0523
ENSG00000163714	41.3232	42.1768	39.8571	10.273	13.1648	23.622	65.5339	43.3775	50.8064	6.0018	25.0364	25.3143	43.7726	30.9113	34.5538	40.1991	37.7882	52.8539	63.399	61.7055	77.4588	53.2437	44.1202	29.0528	44.4673	59.7399	47.1573
ENSG00000163719	24.7201	26.0053	24.9012	16.5327	18.9289	19.6114	15.0637	17.0187	17.8979	2.4308	16.1359	17.6416	28.1491	28.7291	20.3826	15.4135	15.7112	13.5019	26.2851	25.0243	19.9198	26.3332	34.3384	38.3267	23.7332	23.2916	25.2353
ENSG00000163728	15.4371	13.1484	12.5279	8.3065	9.0693	8.66	14.0638	6.6067	12.8176	2.2214	2.6515	3.1497	7.1183	7.2044	6.062	12.4751	10.671	15.1009	13.6538	15.6906	17.7203	13.1515	12.8134	9.6805	11.5176	18.3461	14.2949
ENSG00000163734	11.7275	4.336	3.3263	0.066543	0	0	1.3481	1.5421	1.4313	0	0	0	1.5929	2.5359	0.94919	1.6041	25.6263	2.2961	0	0	0.059231	0.44632	0.21223	0.11926	1.6587	3.7256	5.1427
ENSG00000163735	397.495	230.514	109.345	0.17087	0.0512	0.28244	0.038441	0.030059	0.031089	0	0	0	0.09342	0.23194	0.21961	0	0.13334	0	0	0	0	0.023287	0.051656	0.11492	0.091473	0.044305	0
ENSG00000163736	2.7494	3.8131	1.3206	0	0	0	0.091604	0.85059	0.15024	0	0	0	0	0.1579	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163737	3.4339	2.2124	1.0724	0	0	0	0.59372	0.73245	0.78194	0	0	0	0	0	0.11259	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163738	3.0411	2.5419	2.9622	0.55714	0.24314	1.1964	1.7074	0.87528	1.7452	0.21545	0.36221	0.30058	1.5473	1.1169	0.57214	3.6333	5.6076	3.0577	0.8112	0	0.56705	3.1589	3.7018	3.4584	3.0031	5.2136	6.0731
ENSG00000163739	35.1179	18.6377	20.0353	1.0378	0.81817	2.3706	0.56323	0.13309	0	0	0.04181	0	11.2417	41.3646	12.7002	57.6527	680.666	117.972	6.6472	4.2624	5.9446	0	0	0	0	0	0
ENSG00000163743	9.3713	5.4588	5.5464	5.7365	6.4555	5.4481	9.9894	5.994	13.0922	0.53287	1.7716	0.78096	9.2033	8.6106	5.7719	15.2576	8.0691	12.0673	22.8836	17.3299	25.2763	15.0685	11.5448	14.3388	4.663	10.6334	7.2026
ENSG00000163746	0	0.126	0.1033	0	0	0	0	0	0	0.055208	0	0	0	0	0	0	0	0	0	0	0	0	0	0.043824	0	0.042427	0.06602
ENSG00000163749	0	0	0	0.083403	0	0	0	0.038305	0	0	0	0	0	0	0	0	0	0.019974	0	0	0	0.020488	0.1194	0.070842	0	0	0
ENSG00000163751	0	0	0	0.22606	0.21928	0.064792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22551	0.22077	0.27015
ENSG00000163754	44.5347	39.8749	37.7157	83.2139	95.2823	82.5343	39.3941	39.3506	42.66	3.6903	13.2233	9.7769	55.3945	48.6094	48.7287	64.7543	65.0236	72.2341	134.9978	121.7765	140.6639	31.0052	23.8037	19.215	55.8143	71.6441	71.1106
ENSG00000163755	28.9135	23.9124	21.089	10.3516	10.2912	15.1856	9.9189	5.3303	9.3429	0.38423	0.6013	0.3926	20.9217	20.7312	14.7345	21.3173	18.0517	20.2408	39.5584	41.0361	45.1836	3.9993	5.1365	4.8296	17.2606	28.3741	24.9367
ENSG00000163762	116.5752	74.7396	81.3199	0.082992	0.087334	0.075074	0	0	0	0.0063146	0	0	0.15399	0.53953	0.21544	42.2148	25.0891	39.3303	3.4832	1.5429	1.5707	1.3542	6.605	2.4132	0	0.45908	0.47224
ENSG00000163781	28.4813	28.1743	27.8956	5.4408	6.8388	12.7665	24.9159	16.0909	30.4829	0.75303	2.6216	2.5537	18.7924	16.7913	9.0361	34.4538	25.9993	38.7107	41.5803	43.2318	54.2934	65.7653	68.0614	55.436	22.7853	34.4167	30.627
ENSG00000163785	28.4176	26.4966	26.8102	50.7431	56.3542	39.4167	64.1422	40.2821	64.8497	2.4992	4.7385	3.6189	42.4502	47.7623	43.8588	35.3689	34.7924	40.5616	96.0112	94.9854	110.4449	67.3028	68.0917	58.9528	34.3297	47.7964	39.157
ENSG00000163788	5.2464	5.5657	4.6867	7.2631	7.8724	5.7297	8.348	3.0377	4.9202	0.65261	1.663	1.3179	7.1682	6.2225	7.5074	4.251	4.3002	4.9331	13.9713	14.5948	14.7651	8.4253	10.2294	9.7664	6.9362	9.8726	9.124
ENSG00000163792	0	0.01042	0.051167	0	0	0.017664	0.040242	0.091045	0	0.18546	0.034899	0.028085	0.056668	0.049389	0.027522	0.015778	0.016802	0.022912	0	0	0	0.020618	0.038559	0.013041	0.031476	0	0.026228
ENSG00000163793	0	0	0	0	0	0	0.033314	0.37703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.035632	0	0	0	0.14037
ENSG00000163794	0.27187	0.34432	0.42431	0.89426	0.20932	0	0.86477	0.24379	0.77175	0.26447	0.50325	1.3693	0.22696	0.13553	0.3734	0.52975	0	0.37511	0.081003	0	0.17794	0.85985	1.3784	2.3505	1.4975	0.36804	2.1646
ENSG00000163795	5.7183	5.4969	5.3994	6.6101	5.5186	5.5691	6.8272	6.4624	7.6513	0.48186	1.5944	1.8595	8.3008	8.4319	6.2339	11.3725	11.4247	10.6499	6.9624	7.3652	3.8474	1.101	1.3092	1.4225	3.7235	2.3223	1.9773
ENSG00000163798	22.1335	21.9927	21.8007	16.9186	16.6306	22.8791	34.3177	28.4105	33.9432	2.2738	7.4504	7.0788	18.551	17.9712	16.2286	30.4059	27.6667	31.4763	30.1191	27.4104	27.7939	31.4416	29.3041	25.9254	27.243	31.9762	30.5649
ENSG00000163803	0.24226	0.24852	0.17784	0.38355	0.12978	0.081291	0.63515	1.8493	1.3102	0.075846	0.35016	0.070982	2.0506	2.1294	0.95769	0.044143	0.069657	0.20715	0.26225	1.0629	0.16509	0.42297	0.57247	0.40788	0.30191	0.42606	0.14148
ENSG00000163806	0.069368	0.039915	0	0.19916	0	0	0.23013	0.15144	0.061655	0.10315	1.1079	1.0572	0.19837	0.33829	0.31765	0.28394	0.17663	0.31902	0.063444	0.084123	0	0.37363	0.38514	0.11643	0.096337	0.036535	0
ENSG00000163807	6.3436	5.0603	4.4707	2.733	3.1803	3.4942	4.5812	2.5593	3.65	0.57666	1.9901	1.5371	4.2549	3.8929	3.7675	3.4607	3.3293	4.2616	3.7089	3.6368	4.2516	6.0301	6.452	5.6363	4.8585	8.6646	7.1218
ENSG00000163808	3.6586	4.0013	4.3894	0.27678	0.081668	2.3346	4.3317	2.7814	6.4172	8.8798e-07	1.0671e-06	5.592e-07	5.8078	5.1643	1.6112	4.5213	2.6413	5.1291	3.1927	3.6159	3.6465	10.5966	15.9504	11.7943	5.9691	8.5911	6.8217
ENSG00000163810	0	0.015337	0.012519	0	0.028062	0	0.0070227	0	0.022696	0	0.017696	0.012403	0.0068328	0	0.0066882	0	0	0.0082921	0	0	0	0.32244	0.18417	0.3443	0.01114	0.088917	0.080405
ENSG00000163811	47.3487	48.4968	50.2236	17.3745	19.0036	24.8966	34.5663	28.4792	41.9563	5.7314	15.1977	17.9118	36.4016	31.7576	24.1963	32.6555	35.9796	42.7965	61.185	63.8154	68.2732	90.9858	44.8542	42.0331	45.7329	65.0135	59.3124
ENSG00000163812	17.1261	19.6426	17.8702	25.6442	25.753	32.1583	15.2804	18.6188	17.3718	1.5766	5.5999	3.6036	43.1238	41.1144	35.4406	11.8577	9.0627	12.525	17.9579	17.6927	17.9422	31.5379	29.8367	24.3297	28.6853	34.1265	28.4318
ENSG00000163814	3.9326	5.3782	8.6792	0.81999	1.4178	5.1279	7.3382	9.4335	11.004	0.16924	0.03941	0.12386	23.1242	26.0488	16.3164	0.12738	0.13407	0.13726	1.3567	1.372	1.6495	0.087337	0.051977	0.055767	0.037844	0.053548	0.063086
ENSG00000163815	0.072362	0	0	22.2868	29.8126	8.853	0	0	0	0	0	0	0	0	0.059782	0.21079	0	0	0	0	0	0	0.42373	0.677	0.3086	0	0
ENSG00000163817	0.071595	0.078533	0.096408	0.046885	0.07291	0	0.19193	0.60856	0.44516	0.041769	0.030116	0	0.07191	0.092079	0.061025	0.058976	0.062609	0	0.029087	0.030187	0.047835	0.25972	0.41535	0.38922	0.042554	0.051917	0.074886
ENSG00000163818	7.4004	4.2466	3.5085	6.7329	7.486	3.0321	5.7881	2.0296	3.4539	0.30451	1.2816	0.82941	3.3641	3.4816	4.7544	2.6739	3.4149	3.7488	7.053	4.7868	6.5214	2.5385	3.9381	3.4343	6.97	11.8671	9.5951
ENSG00000163820	6.6569	6.646	7.1737	16.2306	20.2896	16.7422	4.6003	3.3017	4.0618	0.43716	1.4352	1.1738	21.9963	25.7315	21.7034	3.9212	3.3123	4.1517	52.3814	74.1631	54.9641	7.0826	6.4687	5.9046	5.2051	5.9598	5.7877
ENSG00000163823	0	0	0	0	0	0	3.1394	1.8311	2.9254	0	0	0	9.2094	9.9985	11.6197	0.17569	0.3999	0.31432	2.4018	3.0654	2.9843	0.38678	0.19065	0.31814	0.028137	0.12261	0.040619
ENSG00000163825	0	0	0	0	0.054174	0.075513	0	0.12685	0.13214	0	0	0	0	0	0	0	0	0	0	0	0	0.34539	0.49264	0.38919	0	0	0.093228
ENSG00000163827	0.040586	0.029961	0.016257	0.44197	0.52888	0.42474	0.040943	0.12039	0.23022	0.27266	0.094115	0.054252	0.099561	0.12837	0.09761	0.020443	0	0.023891	0.55686	0.57238	0.68526	0.40476	0.12185	0.20185	0.66327	1.155	0.87407
ENSG00000163832	23.8554	30.9285	32.0363	27.4553	26.8892	39.892	22.4873	26.8198	32.8165	2.9386	3.2956	9.6556	34.1097	35.634	27.3135	35.7053	25.0443	29.2637	37.9369	40.4397	31.1613	42.9293	53.1495	56.4718	36.668	35.8423	40.7456
ENSG00000163833	0.0088948	0.0084951	0	0	0.020732	0.014215	0.0077819	0	0.01256	0.016131	0.013152	0.013831	0.0075796	0	0.044478	0	0	0	0.016241	0	0	0	0.01045	0.065136	0.012344	0.0089428	0.017816
ENSG00000163840	11.9155	10.3392	9.3696	7.9952	9.369	6.2194	12.9815	6.0457	10.4159	0.4547	2.2476	2.2832	10.6641	15.0034	13.6379	13.1799	14.0967	15.1294	31.1997	37.8935	38.4988	17.6293	18.3745	17.7978	6.6748	9.4524	8.4205
ENSG00000163848	13.8148	16.1877	13.1025	8.6098	10.1007	14.3721	8.3268	4.5682	11.1195	0.32974	0.63319	0.63779	11.5957	8.7084	5.6107	20.2828	20.5306	18.8815	50.0365	60.7668	57.0494	34.247	32.6474	29.6281	10.2695	15.2737	12.8819
ENSG00000163864	1.08	1.0944	1.5669	0.21847	0.1883	0.13002	23.1288	11.2984	20.9968	2.0534	3.606	3.0106	0.80282	1.6216	0.72797	0	0	0.08226	0	0	0	0.35813	0.42249	1.2546	1.4983	1.7678	1.4911
ENSG00000163866	33.3417	38.675	43.4022	28.5547	33.6352	42.3719	15.475	20.002	26.7738	1.5102	5.525	4.936	38.9363	42.2723	24.169	45.1831	43.2552	45.1809	39.6664	42.9776	41.2785	61.4206	46.5514	46.9169	39.3477	40.2111	38.2355
ENSG00000163867	5.7751	3.7181	3.6456	4.6128	4.4389	5.5732	4.24	2.3815	4.8155	0.16961	0.57002	0.22962	5.5273	4.6869	2.881	5.6945	6.325	7.7997	8.6872	10.9271	12.0492	8.328	7.3071	7.355	6.3357	9.7846	9.0521
ENSG00000163870	17.1731	22.0397	20.9501	31.1117	27.3381	29.8732	20.0652	16.5341	23.5221	2.0948	8.5637	10.633	17.4255	21.2754	14.9626	26.9896	31.0421	25.7947	24.0905	22.0019	17.7768	12.1796	15.3308	14.8497	14.2138	10.4285	14.5014
ENSG00000163872	5.3322	5.6971	7.4407	11.9709	12.5437	12.839	12.7575	8.8894	17.2065	0.39533	0.60801	0.80276	11.0987	11.2397	6.078	9.083	7.0848	10.3404	26.7521	32.5184	28.9227	22.4691	26.2465	25.7685	17.1828	24.3012	21.9759
ENSG00000163873	0	0	0	0	0	0.0091194	0	0	0	0	0	0	0	0	0	0.090408	0.29339	0.24995	0	0	0.011194	0.039439	0.02187	0.019465	0	0	0
ENSG00000163874	5.2741	6.0852	7.5277	4.6617	3.2985	4.4929	4.3316	2.4034	3.6403	0.99102	3.1634	3.7908	49.1351	66.8576	32.3813	2.8337	15.7337	2.0717	1.0651	1.0744	0.77054	2.6994	2.9631	2.8789	9.8283	6.477	9.6913
ENSG00000163875	34.2771	29.4276	36.4022	54.5624	51.2481	59.7079	52.2938	43.3463	44.9926	6.4188	25.6843	14.2322	45.3478	38.7127	46.984	32.2122	38.391	35.2448	57.8919	63.3968	57.8417	60.5104	61.5998	63.2106	62.6318	56.8878	57.2888
ENSG00000163877	6.2938	5.3686	5.0293	5.8139	5.5628	5.8788	4.8422	2.8745	4.4603	0.44124	1.2338	0.9144	4.7539	5.3324	4.8484	4.9044	6.2914	6.6417	5.7717	6.2501	6.5169	9.8165	9.9757	8.1057	6.2266	6.5007	6.3587
ENSG00000163879	0.020987	0.020028	0	3.6638	4.2464	4.9028	0.043735	0	0	0.034286	0.17426	0.019584	0	0	0	0	0	0	0	0	0.020572	0	0.024641	0.066617	0.029091	0.042262	0.062996
ENSG00000163882	67.6517	69.1116	71.9552	59.3963	58.1887	75.8124	172.5985	216.8395	146.7908	12.5461	50.9994	43.9598	98.7192	98.9949	103.3045	92.0613	88.1657	85.3191	108.217	101.0706	100.4188	145.6876	135.4796	126.15	233.1921	216.3919	213.0035
ENSG00000163884	0.02166	0.02067	0.03376	0.48072	0.52934	0.38233	4.0878	1.9239	2.5712	0.4747	3.2306	3.1765	0.80268	0.48938	0.901	0.7189	0.62365	1.0511	7.4106	6.3299	4.3697	0.21204	0.3306	0.72417	0.78058	0.6107	1.2136
ENSG00000163885	0	0	0	0	0.041459	0	0.13307	0.039301	0.040728	0	0.021165	0.021966	0.032446	0	0.071827	0	0	0	0	0	0	0	0	0	0.079803	0.029032	0
ENSG00000163888	0.42071	0.18467	0	0.57355	0.55001	0.85188	0.28808	0.62671	0.33112	0.019889	0	0.14476	5.9708	8.1422	4.4567	3.7317	3.1843	1.958	2.3074	2.8402	1.7037	6.7431	10.5957	11.8806	4.7872	3.9158	4.8996
ENSG00000163898	22.8332	21.5276	15.7174	0.76334	0.62277	0.59045	1.5385	2.1032	2.5393	0.33671	0.12136	0.042744	8.9406	11.731	9.4547	3.1882	3.0129	2.7374	0.15451	0.021926	0.091663	0.36955	0.61782	0.43368	0.037092	0.84631	0.16137
ENSG00000163900	17.0989	14.6182	15.9861	9.1514	11.0432	11.1274	44.6214	29.6099	42.4571	8.084	21.5251	17.117	28.1965	28.6473	23.3326	11.0024	10.4277	12.5002	15.8346	14.5151	17.0448	20.4434	15.3379	14.7779	21.6632	27.4933	25.72
ENSG00000163902	237.1527	221.3415	198.6051	220.531	223.562	241.5716	284.6929	339.461	338.7015	20.3574	77.0075	58.6205	203.563	193.3056	186.676	316.9867	305.5057	306.296	332.4415	371.8403	353.339	197.4807	171.582	168.2572	200.877	208.5779	224.2758
ENSG00000163904	6.6782	6.2607	5.0462	6.8989	9.2649	5.9724	17.6442	11.1918	12.357	1.5896	3.2683	2.1137	5.6089	6.9872	6.5836	6.7834	5.557	8.0305	9.638	9.8839	12.6158	8.1762	8.6923	7.2685	9.8076	15.2026	13.3273
ENSG00000163909	2.6022	2.7948	2.811	0.7392	0.60268	0.49714	1.3057	1.032	2.0676	0.039968	0.021735	0	0.54095	0.69087	0.30781	0	0	0	0	0	0	0	0.017365	0.030917	0	0	0
ENSG00000163913	10.6943	13.2307	13.6116	6.3302	6.4493	12.0908	8.1135	9.4045	15.5495	0.16938	0.070699	0.11421	1.6647	2.5707	0.89888	9.9499	6.1886	8.7549	10.6637	14.0616	12.1915	8.884	13.6967	15.0423	12.2484	10.5838	10.2232
ENSG00000163914	0	0	0	0	0	0	0	0	0.030375	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025237	0.022458	0	0	0
ENSG00000163918	41.7661	44.093	56.4209	8.2613	6.7771	22.2419	83.6406	53.7277	91.3013	3.6977	11.6667	10.8562	47.8413	49.563	29.9151	52.0421	39.8792	65.3623	63.221	74.6229	86.0736	114.1495	117.7046	104.6443	140.6975	184.0635	161.4511
ENSG00000163923	46.1781	46.5413	42.3011	18.2604	12.761	44.283	1.9331	1.5806	1.9097	0.16337	0.57392	0.38386	2.8753	1.7911	2.7952	56.5817	34.5386	48.8219	61.7857	62.9585	56.2418	57.8302	73.0134	68.6354	39.2588	43.5166	43.2527
ENSG00000163930	17.1702	18.6703	20.0999	28.205	24.0493	33.7382	30.1909	28.0588	27.5524	7.9521	30.068	30.7862	27.6948	32.9534	23.7208	31.4914	28.4355	28.6468	27.1948	35.0222	25.2921	40.3992	44.0647	45.4237	47.0104	46.0213	47.4557
ENSG00000163931	957.2338	1109.4196	876.5752	298.4165	267.6862	273.3997	279.1053	290.785	316.7176	10.6002	76.4205	81.4486	631.8031	602.1604	576.1626	323.8956	236.3113	207.8129	248.2955	249.5125	176.5713	132.6051	158.6921	182.1541	633.9804	403.0136	549.391
ENSG00000163932	15.7298	14.6419	13.4231	18.5063	17.9329	20.116	19.5605	17.9273	21.0003	1.4197	7.0158	5.9103	40.0409	56.4959	41.4968	21.0066	21.597	18.6168	41.0527	52.886	43.6925	12.1525	15.4528	14.7057	9.5829	10.5081	8.6558
ENSG00000163933	30.3697	34.7495	40.6297	24.1173	23.6314	24.2697	24.1669	34.7618	36.0872	3.0841	10.1903	13.3609	32.7862	26.9796	26.138	21.6555	19.8344	21.8941	37.5504	33.3434	29.7357	47.4826	31.1214	32.7545	36.5336	36.3994	39.5447
ENSG00000163935	5.5905	6.16	6.079	1.3226	1.4229	3.9838	10.3697	6.1763	14.7103	0.52767	1.2373	1.3384	14.3636	14.1952	8.6058	4.1863	3.6412	4.1142	13.3573	15.0251	16.0574	18.1667	17.7674	15.9754	7.2161	11.185	9.5015
ENSG00000163938	69.0484	62.3279	60.0801	51.4413	55.0962	63.5245	91.0984	84.5169	78.3574	12.2857	40.5626	34.467	74.2542	70.749	59.7101	39.5432	35.4603	45.8967	84.3783	86.4616	99.5801	110.7573	61.5669	53.2402	138.2512	166.2811	157.2434
ENSG00000163939	14.4551	14.2228	16.2831	11.3407	12.483	18.6671	8.3702	5.343	11.4716	0.78271	1.3611	0.93194	19.7817	19.2466	12.0103	13.8497	14.6128	17.0006	44.0875	40.4014	45.9172	38.1792	38.1643	32.0163	22.052	34.1415	28.1155
ENSG00000163945	1.3739	1.6259	1.616	0.65134	0.89445	1.3459	0.65425	0.43127	0.9237	0.15546	0	0.26309	0.89828	1.175	0.58186	2.3341	2.0225	2.2097	2.7193	2.6742	2.1426	1.2291	1.0508	1.3922	2.1027	2.6977	3.0939
ENSG00000163946	16.6608	15.7248	15.6788	4.205	5.7152	7.1875	7.4422	3.1931	10.2409	0.15134	0.090626	0.37626	16.0543	14.1327	8.0205	13.9906	11.5354	16.3375	15.8482	17.2129	18.8766	29.0814	27.6959	23.5277	13.5114	26.5833	20.6476
ENSG00000163947	7.4276	5.9471	6.635	2.2547	3.0226	3.614	6.8376	4.6842	6.7653	2.6156	5.8596	4.2089	8.6859	9.4143	7.9283	8.332	6.7328	6.7733	10.5875	13.4258	12.502	11.5103	13.6064	14.9182	5.2329	6.8332	6.068
