	A549 P3	A549 P4	A549 P6	BJ P5	BJ P6	BJ P8	Caco2 P7	Caco2 P8	Caco2 P9	Hep2G P4	Hep2G P5	Hep2G P7	RT4 P4	RT4 P6	RT4 P7	SK-Mel 24 P10	SK-Mel 24 P8	SK-Mel 24 P9	SK-Mel 28 P10	SK-Mel 28 P8	SK-Mel 28 P9	U2-OS P5	U2-OS P6	U2-OS P7	U251 P4	U251 P5	U251 P6
ENSG00000050344	2.8468	3.1803	3.5312	2.2532	2.6053	2.0908	10.3191	12.7299	11.8244	2.76	2.5922	0.46667	18.7586	30.3785	24.0553	36.9333	103.9596	64.85	4.4004	3.7863	3.9658	1.2747	0.28502	0.5819	10.1303	14.3856	13.2998
ENSG00000050393	12.9614	12.4097	9.8004	11.9667	9.4344	6.6185	66.771	56.0057	41.6801	16.4914	58.9532	85.5154	12.5934	11.4025	11.3881	16.8279	15.7938	17.4823	15.6301	14.2524	17.5075	22.1508	25.7251	18.8828	19.5794	26.7084	21.7436
ENSG00000050405	13.6188	11.7034	13.5822	201.2529	244.7234	227.0624	41.2716	25.4198	39.0644	1.5654	3.1739	1.6116	127.804	145.2642	128.6255	101.0756	69.2997	109.5356	134.838	96.2919	118.1685	116.106	50.613	49.5074	39.8051	57.4678	43.4633
ENSG00000050426	19.2815	17.3983	15.9767	17.1926	22.7027	20.1289	65.1255	35.7477	81.2967	1.8599	0.58113	0.25569	18.7498	18.4699	8.8967	22.1451	25.4131	26.6406	31.893	37.7394	37.3482	21.4883	25.706	26.8504	16.2845	13.9985	17.0106
ENSG00000050438	2.2996	1.782	0.61091	0.956	1.1866	2.4907	2.7838	1.6792	3.5541	0.13543	0.051708	0.0068942	0.026465	0.067918	0.018377	0.58238	0.58585	1.0377	0.1555	0.33449	0.33107	1.6664	2.0764	2.1184	1.8821	2.9037	2.7303
ENSG00000050555	0.18993	0.23596	0.25151	0.019102	0	0	0.097668	0.058848	0.12125	0.17388	0.346	0.52314	0	0.012952	0	0.037086	0	0	0.098585	0.056333	0.058904	1.7716	2.5038	3.5418	0	0.015841	0.011997
ENSG00000050628	0	0	0	3.1446	2.7631	2.0338	0.0065681	0	0.010598	0.017988	0	0.061859	0	0	0	0.045669	0.2012	0.1792	0.15847	0.11624	0.16918	0.091686	0.074057	0.090412	0.010418	0.04865	0.030073
ENSG00000050730	0.17297	0.18791	0.43475	0.071583	0.062839	0.074992	0.43848	0.26859	0.52537	0.21785	0.05089	0.024946	0.078938	0	0.096852	0.34047	2.6764	0.216	0.084555	0.21588	0.096607	0.65693	1.0139	0.97862	0.12879	0.032489	0.032832
ENSG00000050748	51.9175	50.6465	50.4636	14.9506	17.0484	22.1933	42.9047	30.6274	55.3034	1.2592	4.8032	4.8407	26.1314	28.7139	19.4309	37.8525	30.2343	37.0456	26.5642	25.868	31.8162	58.9511	58.803	51.9625	45.2706	70.2362	58.5538
ENSG00000050767	0.024196	0	0	0	0	0	0.021135	0	0	0	0	0	0.020539	0	0	0	0	0.024983	0	0	0	0.02561	0.028404	0	0	0	0
ENSG00000050820	11.76	18.9381	14.145	40.5653	25.5537	37.8928	25.6932	21.2552	30.6709	3.5086	9.0988	9.1366	24.5384	26.8037	18.1951	25.3264	17.0323	15.0977	21.8438	13.7785	7.3288	19.7499	32.82	47.4102	25.297	8.5475	20.9958
ENSG00000051009	7.1331	8.3809	8.9124	6.2306	5.3211	5.1306	5.9211	4.6422	7.7785	0.29598	0.32329	0.44861	5.719	6.1861	3.5336	10.2196	8.0048	9.0086	14.5326	16.3951	12.2852	8.0944	9.0741	10.8833	5.7398	4.9162	5.6364
ENSG00000051108	91.2708	97.9803	101.203	120.6697	128.9361	60.1567	120.7637	66.2273	114.4903	7.9909	26.3697	18.6052	39.4893	28.1298	48.1817	49.4829	45.2545	64.1935	236.7934	148.1498	203.2405	56.409	42.5936	56.9756	71.4847	189.6741	200.4529
ENSG00000051128	9.8059	15.7556	19.4808	56.4458	50.7038	108.7331	8.6557	9.6879	7.8399	1.3075	5.1391	6.9275	28.1581	32.9816	25.1522	41.7522	37.4725	34.6903	20.4494	19.9983	16.6307	27.4043	27.8845	38.0236	83.5664	75.325	89.4674
ENSG00000051180	13.2487	19.0491	25.2018	2.9004	1.6513	13.8588	19.7675	29.9169	23.0684	1.3539	4.3907	5.0354	39.3333	24.1445	22.7209	17.8648	11.1901	19.8611	13.8712	16.8199	19.5028	34.0853	32.2361	25.1298	26.6193	20.8313	15.6105
ENSG00000051341	4.1944	5.1843	4.9306	0.20456	0.082958	1.6942	4.6897	3.2174	5.0464	0.22656	0.45645	0.69821	4.8007	3.4929	1.6215	3.024	1.719	4.3806	3.5253	3.4503	4.2893	8.1609	8.734	6.3513	3.4131	5.9352	5.3293
ENSG00000051382	33.2229	29.2308	25.7835	5.2509	6.8191	9.4484	8.8307	5.1012	18.793	0.54017	0.40322	0.38464	18.5009	19.8643	8.475	33.3338	32.5716	32.7984	81.1211	83.8351	93.1923	15.8155	20.3186	15.6919	17.5113	25.8175	23.5897
ENSG00000051523	129.555	136.3544	133.4586	87.3944	87.0784	79.5063	73.8253	111.6063	80.8101	19.7032	99.6779	109.132	142.7366	155.1742	111.8964	1.4515	2.5216	2.9922	63.0986	59.6475	41.3615	0	0.050382	0.40634	0.2487	0.29211	0
ENSG00000051596	54.465	60.3266	69.6427	28.3007	29.8946	42.3224	77.4297	116.9981	97.1509	8.5016	24.9042	23.7432	89.8066	96.8241	90.7507	44.8113	34.2848	43.9289	52.3604	48.3047	55.6168	64.3619	59.4145	62.745	97.735	118.5046	98.2173
ENSG00000051620	12.0695	11.2529	10.8933	36.9367	47.5772	28.7556	20.2439	25.6126	23.2686	8.5653	16.4902	19.8119	22.2385	15.8125	25.954	9.643	7.7988	14.3432	11.2596	6.8081	8.5708	21.2881	30.8803	26.2155	25.554	26.1592	26.5868
ENSG00000051825	19.3189	18.7301	15.3749	3.2566	4.327	5.4977	15.3199	11.7382	13.5515	1.4121	1.9552	2.4701	7.6894	6.0571	3.5798	17.1967	14.9447	30.5383	14.6276	14.3813	18.2192	27.205	33.0893	27.7991	13.7899	17.2568	19.5793
ENSG00000052126	21.4441	16.7265	15.5356	12.3754	15.8046	8.2058	29.9595	12.8898	20.8523	1.0325	2.3353	2.5288	14.2072	14.5312	18.2166	3.0055	2.8132	2.6606	19.8067	25.7922	24.6471	25.338	24.5694	22.0074	0.17494	0.4763	0.1938
ENSG00000052344	0	0	0	0	0	0	153.3214	152.9186	223.2507	1.0146	1.573	2.2142	12.6607	16.1075	12.8745	0	0	0	0	0	0	0.1555	0.61752	0.87078	0.071576	0	0
ENSG00000052723	5.6751	4.7647	4.6035	7.7193	8.6063	6.3209	11.786	6.9254	9.535	0.64078	2.7033	2.4724	8.4882	8.4459	8.9312	11.4219	8.9237	13.8953	14.6448	11.3905	16.1575	24.0811	25.3479	20.9683	9.7717	17.6582	14.4874
ENSG00000052749	14.8399	20.9088	22.3925	7.8414	7.5179	11.782	9.8082	15.5357	18.1179	0.6344	1.2093	1.4837	11.5433	9.9103	6.8272	16.7182	15.565	15.0127	16.4412	14.4854	11.3885	16.5153	7.6024	9.2802	35.9123	25.8749	38.7127
ENSG00000052795	4.5922	4.2397	3.6273	7.9473	7.885	5.2897	3.352	1.4888	4.2463	0.59805	1.9692	1.2494	3.525	3.6631	2.9467	4.4973	4.7673	7.3611	14.288	18.2419	18.2595	9.6566	11.2965	9.4821	1.8933	5.0482	3.1231
ENSG00000052802	59.8918	38.9818	30.2095	35.5889	25.3298	15.4042	115.6287	35.7537	93.4664	10.3799	36.1873	31.4229	91.1844	75.292	110.4296	74.278	97.4172	147.9081	37.1435	32.1136	37.5963	28.7307	55.1046	36.5257	19.7811	32.3193	34.4194
ENSG00000052841	42.8004	33.7087	33.418	20.1547	21.6267	19.4214	31.1065	21.2512	36.2299	0.4751	1.3894	1.2667	16.6742	17.9823	11.6766	23.7689	29.2984	30.1157	37.211	41.5871	41.9495	19.0202	18.986	20.0322	45.3781	53.357	49.666
ENSG00000052850	0.55102	0.76305	1.1305	2.8597	2.2795	2.4659	0	0	0.012968	0	0	0	0.0078251	0	0	0.013222	0.027866	0.0094776	0.02515	0.015062	0.035998	0.12648	0.35603	0.44192	0.025489	0.0277	0.018394
ENSG00000053108	11.4453	8.9077	7.7852	0.12458	0	0.21772	5.5118	2.3215	5.6671	0.16088	0.4227	0.23477	8.0983	6.1483	5.3767	0.28145	0	0.51087	0.27279	0.42647	0.86291	1.7801	2.815	5.0171	0	0	0
ENSG00000053254	7.1311	7.2766	8.7285	17.0698	18.2319	12.6858	10.7332	3.0969	7.5295	4.1337	9.2331	7.8683	11.7576	13.0427	11.5222	12.9408	8.5902	12.109	7.1886	5.7045	6.5479	31.3123	53.8554	52.564	16.4271	29.489	26.4401
ENSG00000053328	0	0	0	0.56933	0.59843	0.18623	0	0	0.16249	0	0	0	0	0	0	0	0	0	0	0	0	0.12119	0.20168	0.11944	0	0	0
ENSG00000053371	33.5741	43.8561	37.9476	51.4035	47.1506	58.2662	33.8817	37.0018	45.4099	5.6939	11.2028	11.2029	35.0116	30.4139	24.634	111.2771	90.7551	94.5845	164.4028	149.5181	111.201	39.2395	57.9252	66.2847	49.3199	35.983	47.7062
ENSG00000053372	35.3516	42.5317	48.947	23.6047	21.0108	41.6771	39.9523	69.8641	51.3184	9.7989	29.1374	37.3193	25.3634	18.9083	20.0505	50.7408	42.2121	54.032	91.4929	89.8781	86.4888	98.5581	44.6747	42.1106	50.649	45.9156	48.8979
ENSG00000053438	0.14321	0.22738	0.074446	0.10546	0.11079	0.084354	0.37437	0.32421	0.6757	0	0	0	2.9869	2.3664	1.2372	0.075535	0.23597	0	0.30201	0	0.2341	0.22002	0.11195	0.14923	0.21583	0.28932	0.23832
ENSG00000053501	14.7722	18.0636	18.6852	23.3374	23.1032	26.4919	25.8596	28.5825	30.1193	3.7976	10.1795	13.1616	20.947	23.5417	24.4915	31.8518	42.4956	30.5148	70.1858	70.4492	48.2893	11.396	15.0387	19.4984	41.0824	22.5118	32.5252
ENSG00000053524	0	0	0	0.11354	0.15247	0	0.42769	0.072956	0.4431	0	0.0082801	0	0.066971	0	0	0.88139	0.48357	0.23357	0.24802	0.48568	0.63175	0.32907	0.51753	0.85971	0.051594	0.28908	0.057296
ENSG00000053702	0.20182	0.30915	0.22112	0.77396	0.32718	0.71016	1.23	1.8853	1.0834	0	0.0148	0.17935	0.74672	1.0578	0.40318	0.37844	1.0671	0.81244	0.57353	0.60281	0.29226	0.44865	0.16655	0.40015	0.39039	0.96123	0.6461
ENSG00000053747	1.3078	1.3738	2.2282	1.3971	2.7114	1.3727	4.9885	4.8644	1.4692	0.076851	1.6184	0.05206	3.0746	4.7597	2.6018	0.97184	1.1367	0.88799	0.87506	1.915	1.0803	0.35781	0.36337	0.14388	0.30255	0.2113	0.097646
ENSG00000053770	25.5552	21.8462	19.6667	15.1689	17.5556	14.3927	14.2839	6.6555	13.4615	0.36694	1.3321	0.81003	31.1275	28.8794	24.5296	18.58	23.6834	22.9695	17.2515	18.6255	18.9098	37.556	37.8495	37.611	9.2607	12.132	12.0841
ENSG00000053900	12.0608	11.4329	10.7935	10.9431	10.9049	8.3739	10.6466	7.1515	10.84	1.1255	3.8457	3.516	13.014	10.3402	8.7476	8.6512	6.6716	9.9905	11.0136	9.1993	11.0611	15.8576	15.5247	11.8252	14.7058	23.4798	18.8744
ENSG00000053918	0.60277	0.6532	0.32841	0	0.030632	0.042323	0.068996	0.16737	0.18614	0	0.019185	0.020129	1.3883	1.7842	2.2277	0.07607	0.025515	0.027194	0	0	0	0.11148	0.17062	0.24752	0	0	0
ENSG00000054116	70.1466	64.5694	64.6006	78.2496	77.6759	87.8958	57.0261	56.7626	56.4248	7.6891	29.1618	22.2193	76.2332	82.7803	77.7976	82.2415	75.9459	81.7654	79.7029	85.428	84.6277	79.4893	77.0515	71.8028	101.3188	100.2592	105.4875
ENSG00000054118	50.3026	56.4178	62.1692	41.0183	47.8164	66.1545	34.707	30.5999	52.1901	2.5902	4.7275	3.4608	70.4964	62.4046	39.3457	60.8078	52.8297	62.938	67.2403	69.2731	72.0359	113.0873	87.7319	84.9024	70.6212	69.8776	65.0727
ENSG00000054148	112.2715	160.9964	159.4096	172.9425	159.0237	160.8384	81.7361	85.7778	92.2739	23.4054	88.7037	80.0088	89.88	75.5606	79.7067	146.1412	150.7786	116.995	94.3408	88.6645	53.6562	55.1237	87.023	114.21	140.463	72.6324	119.38
ENSG00000054179	6.1779	4.7965	3.521	0	0	0.12768	0.98456	1.3012	1.2352	1.145	2.3589	3.5672	0.37263	0.90355	0.49874	0.11805	0	0.041393	0	0	0	0	0	0	0	0	0.040032
ENSG00000054219	0.57896	0.44389	0.33221	0.51671	0.48992	0.23715	13.3063	5.9664	13.7071	0.0069469	0	0	9.8942	13.3908	9.3343	0.01096	0	0.0078581	0.15228	0.24472	0.10459	0	0.0089489	0	0.021137	0	0.022876
ENSG00000054267	14.3791	9.467	8.1638	6.0091	6.8373	5.4899	8.7016	3.3168	6.4866	0.49191	1.2916	1.0666	6.9269	6.8644	5.6302	7.3094	7.5041	10.864	7.1653	5.923	8.114	9.3268	11.7905	8.5816	6.2512	15.6638	11.6221
ENSG00000054277	32.9266	24.0552	23.1943	12.7423	14.0833	3.9731	1.595	1.3496	0.94595	1.2109	3.7762	3.6597	7.2495	9.5314	9.5245	15.597	17.3046	25.7749	2.2097	1.5121	1.6225	2.4809	1.8767	1.8154	5.7732	10.0243	8.2454
ENSG00000054282	3.2946	2.9108	2.0353	4.0558	1.1539	3.7297	4.7277	0.84969	5.3791	0.63045	0.08497	0.26165	1.3965	3.7037	4.1013	3.0653	3.0661	2.388	4.4458	2.5584	3.7327	0.86117	0.73883	0.60674	2.4286	1.8374	4.8317
ENSG00000054356	0	0.05915	0.025648	2.5348	2.1022	4.1168	0	0	0	0.029606	0	0	0.013997	0	0.013702	0.055734	0.093822	0.13304	0.055964	0.054017	0.060978	44.9124	23.1245	31.3876	0	0.062888	0
ENSG00000054392	2.1254	1.726	1.8474	1.9916	1.998	1.1193	0.46431	0.19554	0.30322	0.18199	0.38674	0.38401	1.5525	1.7548	1.6835	3.4096	3.4214	4.6075	5.2243	5.4538	4.8187	9.5713	11.74	12.285	5.8991	5.5433	5.6342
ENSG00000054523	13.5097	12.6295	15.1845	7.2817	8.0056	9.6781	7.7163	5.2545	8.1587	1.9582	6.2859	5.1224	5.2884	4.5051	4.0271	12.9587	15.1447	15.6009	34.2737	35.8375	40.7035	19.1575	20.2477	19.1483	9.1746	17.4185	13.5647
ENSG00000054598	4.8855	3.6032	3.5714	12.6268	14.7217	7.0291	10.1283	6.4065	7.8892	0.1238	0.212	0.20176	6.3773	7.8821	8.6979	6.6048	6.2228	6.1617	2.5151	1.7338	2.8782	4.5057	6.383	6.4573	7.919	9.9952	6.7457
ENSG00000054611	12.117	12.4385	11.9155	14.4379	15.2361	12.5364	10.6866	10.5338	14.7441	1.1441	3.7163	4.7656	7.4341	6.0416	6.3243	10.2072	10.9008	9.3814	37.1248	33.6003	29.206	11.2781	15.1013	18.6121	10.0765	8.657	10.9024
ENSG00000054654	7.0641	6.0996	6.342	2.6373	0.87963	3.8755	14.0805	11.0472	10.6732	0.42862	1.5891	1.4092	16.2327	28.1283	17.6632	7.8818	4.3666	7.5071	12.1192	14.6986	12.4738	11.8987	21.8061	21.1233	6.3071	6.0075	11.3951
ENSG00000054690	0.40518	0.60846	0.98552	0	0	0.044938	1.0667	0.37474	2.1793	0	0	0.013746	2.9371	3.5566	0.92217	1.5454	1.6434	1.4171	3.8742	7.5986	4.6732	1.803	3.9898	4.3686	0.54629	0.76864	0.78631
ENSG00000054793	19.4295	18.5816	18.3743	13.722	14.0737	12.3097	17.168	15.9956	25.8634	0.91364	2.1684	1.7089	18.9926	21.4466	15.9977	17.6402	19.5635	19.5712	9.2876	9.6201	10.1293	10.2371	21.3367	20.551	11.1868	10.956	10.5864
ENSG00000054796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000054803	0	0.017337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2316	0.14906	0.28485	0.25002	0.27728	0.28476	0	0	0
ENSG00000054938	0.10305	0.06232	0.70263	0.05688	0.23906	0.67672	0.44279	0.22354	0.29117	0.42324	0.050752	0.24646	0	0	0	0	0	0	0	0.67276	0	0	0.46672	0	0.54264	0.41428	0
ENSG00000054965	18.0617	16.9465	18.9376	13.0279	14.6725	20.22	14.8149	10.5003	17.0846	1.2999	4.7836	3.843	9.4312	10.1706	6.5752	29.4817	27.2128	28.0672	13.3053	15.7693	13.7636	25.6351	29.955	34.0494	18.2615	23.8953	18.3388
ENSG00000054967	2.1681	3.2421	3.2409	1.1656	1.3566	3.5277	2.2342	2.9795	3.7883	0.12437	0.25877	0	2.3409	1.7973	0.9978	7.5717	5.3576	6.5113	3.4678	4.4602	2.9039	3.9528	4.0195	4.7565	7.1339	2.9597	6.5594
ENSG00000054983	31.087	24.529	20.6068	6.8686	7.626	7.1079	8.1093	4.0445	10.5137	0.0097983	0	0	3.4204	3.1762	2.9401	31.1847	48.1322	37.2591	7.634	6.7812	7.6781	13.5822	17.7914	15.8111	0.23477	0.28072	0.1251
ENSG00000055044	64.8761	61.2367	63.2619	32.2994	34.6316	47.3114	165.774	161.656	136.184	83.5828	62.6372	82.3531	89.615	79.3669	81.01	59.4132	49.2392	65.4885	113.881	111.311	131.672	131.103	89.7131	72.787	77.2093	92.6717	84.3281
ENSG00000055070	58.9044	66.7797	63.9303	89.5685	84.483	127.736	50.6896	43.7061	59.3854	4.7842	15.6164	16.3552	42.3077	38.2149	30.1017	133.9013	122.4871	122.2994	133.9185	128.8935	110.4749	116.5739	114.8639	126.5402	84.6103	72.6989	83.332
ENSG00000055118	0.36419	0.54471	0	0	0	0	0.11812	0.037594	0.41583	0	0	0	0	0	0	0.074465	0	0	0	0	0	0.22634	1.0109	1.4589	0	0	0
ENSG00000055130	55.009	53.9281	57.8786	43.1935	46.7347	49.5057	53.7844	35.154	50.7962	3.7374	10.0189	9.3727	39.8533	42.0252	34.5894	92.3363	79.464	90.5919	46.74	46.673	50.011	20.1236	19.254	17.5639	55.6909	68.6929	60.0686
ENSG00000055147	21.6313	21.1965	20.8012	18.4243	22.2554	25.3225	10.3333	8.0312	18.0936	0.21156	0.82455	0.78359	6.4644	6.4735	3.8257	20.5626	20.1295	20.2979	30.5247	28.9745	31.8484	23.2004	19.905	19.1367	21.7901	21.9772	19.4103
ENSG00000055163	20.342	21.5384	22.7811	5.3102	7.4686	10.7589	7.7567	4.3454	13.6935	0.37706	0.99815	0.52005	11.6837	10.9488	6.7566	17.0299	16.7501	17.2043	4.8696	6.1072	7.0991	15.4702	24.4045	27.2708	10.3142	9.6778	10.8357
ENSG00000055208	32.7179	27.3963	27.5519	28.5193	29.3278	27.2832	36.5897	16.6954	36.7354	1.0593	6.0369	4.7023	29.056	28.0892	22.5024	38.755	35.0432	44.0708	15.7893	14.6673	19.5696	69.9634	69.3759	62.2565	45.8375	68.5822	61.5058
ENSG00000055211	57.552	46.6384	41.9443	72.5737	73.8618	60.3168	39.8665	31.2779	35.4479	2.8285	6.5833	6.8035	23.8462	23.7864	29.017	30.9372	33.968	34.7646	28.0411	27.0858	34.1538	48.2078	56.1061	43.9108	58.1798	73.8936	63.2314
ENSG00000055332	20.2977	18.5352	19.6311	7.9298	8.4444	8.6348	18.3448	10.4249	19.1853	1.1341	2.5368	2.7119	13.0655	12.5117	12.2415	27.5788	18.3403	28.9295	30.9482	33.9874	37.4274	49.1149	54.914	50.3535	17.676	31.6989	28.8215
ENSG00000055483	21.7008	21.6567	28.5728	13.4146	11.8696	12.9323	26.1584	24.0895	25.7213	5.1567	11.4413	14.6834	15.9623	15.8416	12.1299	18.2161	17.876	22.4449	17.8634	24.1751	28.5511	32.205	19.8487	22.5006	27.5722	35.2556	33.6552
ENSG00000055609	6.5802	6.6575	7.1129	4.162	4.7928	5.4498	6.215	2.4849	7.6446	0.25119	0.59693	0.16303	5.5071	8.246	3.1882	10.3757	9.1576	11.7036	6.0669	5.1076	4.895	4.6367	5.6329	8.3549	6.3486	7.9222	8.3131
ENSG00000055732	1.749	1.5342	1.7027	0	0.046422	0.022507	0.57376	0.20942	0.72334	0	0	2.0881e-08	0.25469	1.1838	0.91059	3.8233	2.3802	3.2795	20.7609	17.955	20.9799	0	7.3109e-09	0	0	1.4931e-07	0
ENSG00000055813	1.7168	1.936	1.917	4.2663	2.85	6.9668	0	0	0.019094	0	0	0	0.87445	0.71327	0.6868	0.2727	0.71754	0.71161	0.012327	0	0	1.6894	1.6513	1.0601	0.39379	0.33997	0.39247
ENSG00000055917	51.8868	47.9296	46.5721	21.3996	21.376	21.947	39.6435	20.127	35.4519	3.4179	12.5457	8.8013	30.7499	30.7768	27.5874	42.3746	38.0293	51.9101	45.7028	54.415	58.3048	82.2038	79.8453	68.6134	37.1676	66.8937	55.9093
ENSG00000055950	36.6966	51.3745	20.8625	46.2185	21.4696	47.8399	42.3865	11.5005	43.9901	2.6532	8.4144	8.5728	52.143	24.1035	32.2826	52.0486	36.8347	34.1473	33.2621	17.7774	9.1537	12.5977	44.488	68.8901	67.1591	15.3533	59.0772
ENSG00000055955	0.15272	0	0.1238	0.067861	0	0.0016513	0.065169	0	0	0	0.060865	0.049123	0	0.10053	0.0078024	0.092721	0.041691	0.061949	0.090654	0	0	0.14267	0.071632	0	0.14371	0.043411	0.017452
ENSG00000055957	0	0	0	0	0	0	0.60506	0.083097	0.14766	0.78657	2.4274	1.6327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000056050	36.5852	32.6128	32.5832	32.8534	33.0246	35.9056	31.0702	20.1956	25.4655	1.8981	5.6339	2.7956	26.8489	22.6158	32.6952	37.4054	36.9616	45.4429	24.066	24.9047	24.0409	60.8993	66.2053	53.0685	37.3277	54.308	45.5134
ENSG00000056097	40.7235	43.6419	39.4873	28.3506	31.7875	28.3361	35.2488	18.7257	37.192	1.6116	1.4531	1.1872	32.1721	25.841	24.5517	81.5723	65.4552	92.7955	52.4716	45.32	58.3044	81.6375	65.0353	49.3993	33.0933	51.5167	45.8867
ENSG00000056277	3.7405	2.8159	3.6982	1.0346	1.2878	0.92112	3.1518	1.246	2.0815	0.14715	0.35643	0.30457	2.5207	1.9968	1.813	1.8923	1.7691	2.624	3.4215	2.5511	3.2498	3.1466	3.6694	3.356	4.0796	7.0887	6.2844
ENSG00000056291	0	0	0	0.068845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.5286	18.5589	18.0337	0	0	0
ENSG00000056487	0.1571	0.089112	0.24533	0	0	0	0.013602	0.021289	0	0	0	0	0.25146	0.46641	0.14249	0.097544	0.023589	0.32611	0.27653	0.26073	0.15434	3.7921	5.9843	6.8739	0.43038	0.18785	0.31148
ENSG00000056558	0.78098	0.56436	0.6791	1.5849	0.89929	0.95623	0.27223	0.23916	0.39894	0.078713	0.11771	0.067577	0.14867	0.39422	0.20607	39.2741	48.9285	34.9198	29.975	29.2719	27.0621	0.12332	0	0.13697	4.3422	4.8766	6.8814
ENSG00000056586	17.2633	16.1356	15.8313	11.1668	15.6275	11.8037	17.454	18.5224	17.8877	2.2401	5.185	2.9368	6.2115	5.7866	5.1703	22.1374	23.5845	26.4406	15.5701	15.9514	17.8093	18.1567	23.0592	19.4812	15.9437	36.2174	32.037
ENSG00000056736	4.1281	2.7434	3.5858	1.3605	1.4498	2.1853	14.323	16.2573	16.2303	7.0479	24.3695	18.5803	2.5889	2.3465	3.1804	1.0724	0.86465	1.2676	2.4115	1.4537	2.5469	4.4004	4.9213	4.134	2.5183	3.4554	3.1425
ENSG00000056972	9.2006	10.1638	10.828	19.7278	23.3243	22.6364	13.0902	5.6883	12.9752	1.2464	1.4777	3.1299	33.9806	39.0367	30.6495	19.6151	21.7478	23.0543	54.5492	65.2958	49.3806	5.8401	6.9591	7.845	14.1363	11.8606	14.7236
ENSG00000056998	15.1257	11.9704	11.4741	7.2597	8.9188	7.4797	21.2751	15.5338	27.0193	1.3553	2.5618	2.3789	0	0	0.11094	0.042549	0.11702	0	39.8929	42.0333	38.3547	6.3605	12.2277	14.2793	0.14076	0	0.047845
ENSG00000057019	296.8715	279.024	274.5512	19.5538	20.0741	46.1667	26.158	11.7894	20.761	3.1341	10.2402	5.7776	4.7295	5.7307	5.5589	157.1238	172.1232	155.0375	160.9467	124.1025	170.9953	359.5962	171.4075	139.9334	210.607	412.4183	336.7656
ENSG00000057149	0.077618	0.12338	0.18154	0	0	0	0	0	0	0	0	0	0.09108	0	0.08954	0	0	0	0	0	0	0.13907	0	0	0	0.033138	0
ENSG00000057252	49.5644	41.2692	33.6739	10.0625	10.1627	22.0242	8.9277	5.2828	16.9556	1.2458	3.9604	3.4875	19.5629	19.4997	10.0041	44.0295	49.4157	48.6446	114.487	111.2575	120.3215	58.8889	34.914	30.2991	29.598	50.4656	46.8364
ENSG00000057294	10.5567	10.4667	8.7058	0.12655	0.068308	0.065925	142.9722	87.7137	159.6126	1.7557	3.8721	2.6787	19.3883	16.5368	13.0907	11.7143	8.0462	13.6179	0.48831	0.48336	0.54579	21.1008	28.8286	27.4258	10.4172	13.049	12.3496
ENSG00000057468	0	0	0.026046	0.018562	0.01946	0.026776	0.04383	0	0.047222	0	0	0	0	0	0.013914	0	0	0	0.015227	0.082284	0	0.017697	0.019627	0.03494	0.023176	0.033638	0.033455
ENSG00000057593	0.18644	0.088947	0.07265	0.49122	0.24405	0.092376	15.0024	10.896	15.2027	2.7373	5.5101	7.7928	0	0	0	0	0	0	0	0	0	0.081329	0	0.080276	0	0	0
ENSG00000057608	305.1985	287.3847	276.6384	191.1201	208.2617	209.1452	313.871	205.4121	324.2685	22.2858	58.3345	54.1804	193.9618	152.8829	156.8223	131.3648	111.4106	136.4777	179.3727	162.8713	197.4813	308.2663	294.5453	273.6311	199.4316	240.8739	230.5705
ENSG00000057657	0.71964	0.85746	2.3823	5.5082	5.144	4.8094	2.4346	0.83064	2.1185	0.010316	0.0084069	0.0088471	0.13234	0.032122	0.16157	1.0731	1.7456	1.4088	0.077582	0.034991	0.14301	2.9699	3.4511	3.3626	2.5123	5.4893	3.8087
ENSG00000057663	20.5495	19.4909	21.8552	19.3223	19.9091	18.578	21.1872	12.8478	19.105	1.1388	1.7391	1.7427	26.1091	21.0329	21.1632	24.7535	23.2639	37.9864	17.57	15.8158	17.6859	34.4401	33.1374	31.9257	37.4227	56.5293	51.2532
ENSG00000057704	0.23325	0.3814	0.31482	0	0	0	0.053682	0.033623	0.077541	0	0	0	4.5274	7.399	4.1906	4.5271	3.3985	3.5202	0.70483	1.3447	0.81933	0.2112	0.30282	0.1669	2.2821	3.8723	3.4468
ENSG00000057757	25.0841	29.8439	27.1259	30.0927	30.3944	29.9814	41.7431	32.6381	31.6386	4.8631	17.1312	15.0808	23.7525	22.9774	26.1833	60.0597	47.0727	60.2053	81.2045	86.1392	106.1939	62.4345	43.703	41.6693	32.5112	39.5631	36.9552
ENSG00000057935	28.5286	25.9806	26.2972	19.5166	26.4776	21.8012	54.6581	39.0506	53.5161	4.3213	12.6222	10.8217	19.2702	21.7893	24.1078	20.6869	21.3281	16.5025	18.0002	18.563	23.8879	37.1921	48.6291	43.831	16.1262	19.9505	20.7166
ENSG00000058056	8.6519	9.3813	10.2091	4.6189	4.212	12.8885	6.4496	5.5557	9.4259	0.82559	2.0887	2.1772	5.0567	2.803	1.942	19.5998	15.3197	17.46	17.0075	16.5267	17.4713	31.2306	33.9261	29.0824	27.8072	49.4334	45.5164
